GID,Names,Female_Rate,Male_Rate,less_than_49,F49_74,beyond_74,smokrate,GDP,Health_Care_Quality,Health_care_Access,Public_Health,rank,female,male,Age_adjusted_LCM,wind,NO2,Temp,SO2,PM25,ozone,co,rank
13247,"Rockdale County, GA",35.32,42.1,0,89.22,283.46,0.175,8,39,42,29,1,1,1,33.2,99.63707733,17.7632103,63.98703003,0.834047675,37.1169548,42.40787506,0.270536065,2
42133,"York County, PA",48.88,64.42,3.28,135.82,276.62,0.187,6,10,6,25,2,1,2,39.9,99.65410156,15.58789269,54.12793541,1.209338194,33.89956169,38.35612064,0.252273546,3
47151,"Scott County, TN",0,110.73,0,272.85,0,0.226,16,15,35,43,3,1,3,65.3,99.65673523,15.52330627,57.84668427,3.075111437,29.79391289,41.22688675,0.267616099,5
39171,"Williams County, OH",0,60.15,0,0,0,0.211,7,23,24,42,1,1,2,40.1,99.67180634,17.14160283,50.03173828,1.803987185,32.68049622,37.04663976,0.249793097,3
27061,"Itasca County, MN",80.67,87.65,0,131.68,355.16,0.145,20,25,21,8,3,3,3,50.3,99.68662295,12.85121735,34.84857825,1.441871902,22.20778482,33.63285446,0.252597923,4
42001,"Adams County, PA",42.05,49.3,0,103,141.66,0.187,6,10,6,25,1,1,2,28.7,99.68811798,13.47193766,53.94969654,1.572854072,33.98890114,38.90084267,0.247809913,1
13045,"Carroll County, GA",32.49,59.89,0,116.16,350.77,0.175,8,39,42,29,1,1,2,42.8,99.71033223,17.7200985,63.65116119,2.910589457,35.73709997,41.68303299,0.270416518,3
18169,"Wabash County, IN",0,112.98,0,146.5,0,0.218,19,41,39,41,3,1,3,47.4,99.76078415,16.95925665,51.19406764,2.329964081,33.21212514,35.55655384,0.260184743,4
37111,"McDowell County, NC",78.4,96.5,0,194.28,331.13,0.172,10,21,22,30,3,3,3,55.9,99.81097412,15.01257102,60.60482661,1.889254848,29.93143972,42.74279658,0.25360767,5
36063,"Niagara County, NY",54.13,71.48,0,122.79,308.8,0.141,3,26,5,10,2,2,2,42.1,99.81311131,14.11102782,49.1831584,1.595234603,26.78449249,35.38777796,0.200416244,3
24035,"Queen Anne's County, MD",47.3,39.98,0,72.47,273.09,0.138,17,1,9,10,1,1,1,29.5,99.83143425,16.95917416,57.22611523,0.920697302,28.88352585,42.39308548,0.268287152,1
42077,"Lehigh County, PA",36.67,44.72,0,85.88,244.15,0.187,6,10,6,25,1,1,1,30.8,99.83698273,19.43229421,53.7038854,0.856224616,32.75197983,35.37654368,0.27001666,1
54011,"Cabell County, WV",55.22,107,0,200.16,364.11,0.26,41,49,32,50,3,2,3,56.4,99.83996582,14.75190353,56.68026161,3.598693848,29.80372143,39.24107361,0.220471635,5
54099,"Wayne County, WV",79.49,108.96,0,254.5,0,0.26,41,49,32,50,3,3,3,55.8,99.8511556,14.84489504,56.93569056,3.6951406,30.1227239,39.83637873,0.223853678,5
27005,"Becker County, MN",63.75,0,0,126.9,0,0.145,20,25,21,8,2,2,1,36.8,99.87578773,12.27821747,35.81684526,1.404773444,21.83780368,33.22519716,0.250823802,2
26049,"Genesee County, MI",61.4,76.65,3.64,152.46,377.62,0.193,14,11,15,36,2,2,2,48.9,99.88772202,16.39514478,46.94297345,3.359962066,29.74443563,36.53191503,0.245159407,4
42017,"Bucks County, PA",45.62,50.29,0,77.26,314.84,0.187,6,10,6,25,1,1,2,32.4,99.90996399,20.55916214,55.96763763,0.87143203,31.82890511,36.75290616,0.27056321,2
18069,"Huntington County, IN",65.02,0,0,80.62,364.96,0.218,19,41,39,41,2,2,1,43.6,99.91389084,17.31481838,51.50798798,1.97216475,33.47729969,34.38304424,0.26029098,3
42091,"Montgomery County, PA",45.68,43.56,3.2,77.62,292.15,0.187,6,10,6,25,1,1,1,31.9,99.99208641,19.57801857,55.89388275,0.921016127,32.44474411,36.40297699,0.263771355,1
47091,"Johnson County, TN",121.3,125.73,0,340.27,0,0.226,16,15,35,43,3,3,3,71,100.0048421,14.68435383,59.72166189,8.003124237,30.18120893,42.18172709,0.247142454,5
54045,"Logan County, WV",73.93,95.01,0,201.39,0,0.26,41,49,32,50,3,3,3,53.2,100.0147419,14.08771276,57.86647224,4.190986991,29.86017323,39.91608047,0.220787037,5
54059,"Mingo County, WV",92.85,138.21,0,260.1,0,0.26,41,49,32,50,3,3,3,82.4,100.0402654,14.46603711,57.5052681,4.53021431,29.97300911,40.03925069,0.229883477,5
34037,"Sussex County, NJ",46.69,57.3,0,85.88,356.24,0.137,9,20,13,3,1,1,2,38.5,100.0521673,21.27257347,53.74851227,0.626210908,28.33891106,34.86794662,0.270074271,3
54079,"Putnam County, WV",55.91,79.04,0,154.8,302.47,0.26,41,49,32,50,2,2,2,46.9,100.0572891,14.02800687,56.73358409,4.5887386,29.9307073,39.14583778,0.221086819,4
47013,"Campbell County, TN",88.8,107.3,0,242.04,335.29,0.226,16,15,35,43,3,3,3,61.9,100.075032,15.17631912,57.93122482,3.477186441,29.84177437,40.99619064,0.267328727,5
54043,"Lincoln County, WV",0,108.87,0,182.22,0,0.26,41,49,32,50,3,1,3,67,100.1140709,14.45359917,57.33511448,3.763533652,29.82949114,39.43086853,0.226725376,5
51191,"Washington County, VA",55.07,94.33,0,115.31,317.7,0.164,13,22,14,20,2,2,3,47.7,100.1539536,14.51857948,59.22440084,9.612951914,30.0861117,41.35258102,0.246778329,4
47009,"Blount County, TN",65.76,83.51,0,177.65,291.55,0.226,16,15,35,43,2,2,2,47,100.1576096,13.38313046,59.30853424,1.314810467,29.32558708,40.852388,0.263674682,4
51027,"Buchanan County, VA",0,103.4,0,0,589.1,0.164,13,22,14,20,3,1,3,52.6,100.1860199,13.7040116,58.12457911,6.230510712,29.78768539,40.41919518,0.2229621,5
47105,"Loudon County, TN",62.04,146.24,0,155.46,445.32,0.226,16,15,35,43,3,2,3,55.4,100.1982956,14.31701469,59.19199562,1.277222216,29.52441025,41.1795845,0.267641947,5
47145,"Roane County, TN",88.37,80.08,0,145.99,349.24,0.226,16,15,35,43,3,3,2,51.1,100.2193782,15.16949654,58.83990987,1.893885334,29.54339918,41.33016459,0.270297796,4
54005,"Boone County, WV",0,149.73,0,248.14,0,0.26,41,49,32,50,3,1,3,70.1,100.2228292,14.13924789,58.04140091,3.263581355,29.8462232,39.62454224,0.227659568,5
42071,"Lancaster County, PA",32.34,50.11,0,88.89,224.76,0.187,6,10,6,25,1,1,2,29.2,100.2259083,16.80467142,54.21624184,0.93574281,34.19451451,37.71664906,0.26201541,1
8101,"Pueblo County, CO",1063.83,1201.37,150.87,1306.2,7357.6,0.146,15,8,28,11,3,3,3,27.3,100.2674215,17.42136305,52.21801219,3.341460116,20.94561139,44.55415026,0.240648083,1
36075,"Oswego County, NY",41.08,95.4,0,138.17,443.15,0.141,3,26,5,10,2,1,3,52.5,100.2950287,13.18925674,34.13635377,1.601721432,24.32606302,34.35170555,0.237206928,5
51167,"Russell County, VA",0,115.5,0,154.96,0,0.164,13,22,14,20,2,1,3,43.2,100.3143972,13.92001057,58.71161016,8.548208872,29.79241562,41.0036068,0.246577077,3
27007,"Beltrami County, MN",0,59.42,0,0,333.94,0.145,20,25,21,8,1,1,2,34.8,100.3321773,12.18644772,34.91650772,1.374187044,22.75120653,33.10729504,0.260995446,2
34031,"Passaic County, NJ",34.2,32.67,4.96,72.96,223.77,0.137,9,20,13,3,1,1,1,28.6,100.3573303,22.01229095,57.03990555,0.588348538,31.75592136,36.62945366,0.274580911,1
34027,"Morris County, NJ",35.2,28.11,0,51.22,235.72,0.137,9,20,13,3,1,1,1,22.6,100.3660049,21.3388195,56.46128654,0.644354776,28.81167889,35.89505959,0.275383554,1
54039,"Kanawha County, WV",60.67,69.91,0,145.89,232.35,0.26,41,49,32,50,2,2,2,41.8,100.4249518,14.11423699,57.85729708,3.006610359,30.09644072,39.17429034,0.229521265,3
47001,"Anderson County, TN",68.4,98.6,0,209.4,286.58,0.226,16,15,35,43,3,3,3,53.3,100.4278717,14.77031167,58.4112854,2.52268815,29.96306324,41.60022163,0.267406121,5
18085,"Kosciusko County, IN",35.24,52.86,0,84.77,194.11,0.218,19,41,39,41,1,1,2,34.5,100.5070534,16.75509596,50.30814171,2.570041001,32.93111897,34.85269928,0.254273499,2
42011,"Berks County, PA",37.88,54.02,0,83.04,316.53,0.187,6,10,6,25,1,1,2,33.8,100.5494941,17.46106052,53.91736984,0.825063467,33.77936772,35.5473628,0.260296643,2
18003,"Allen County, IN",38.2,43.11,0,75.37,262.61,0.218,19,41,39,41,1,1,1,34.6,100.5508766,17.4252038,50.87127113,1.814883292,33.71666622,35.95317841,0.249432892,2
36065,"Oneida County, NY",67.05,65.01,0,140.63,323.79,0.141,3,26,5,10,2,3,2,45.6,100.5689434,13.63981351,33.35487069,1.327506224,24.09447458,32.70932367,0.238330065,4
53077,"Yakima County, WA",36.64,31.12,0,84.12,291.29,0.135,11,17,11,9,1,1,1,31.4,100.6280503,19.44896763,53.66030837,4.044544162,31.65737878,33.05951211,0.234584334,1
12087,"Monroe County, FL",50.32,65.01,0,130.54,171.62,0.161,4,24,48,13,2,2,2,31.3,100.6796221,13.17190812,76.16125107,1.442630727,29.50948136,32.60525622,0.257037318,1
34039,"Union County, NJ",24.61,25.38,0,56.04,191.02,0.137,9,20,13,3,1,1,1,21.4,100.6894836,23.69839859,58.06854057,0.684399992,32.24124718,35.75001717,0.276945636,1
55085,"Oneida County, WI",56.36,72.82,0,0,348.95,0.16,21,9,16,21,2,2,2,32.2,100.7498327,14.14309656,37.1716916,1.905429482,29.60596275,34.9394006,0.266557826,2
18113,"Noble County, IN",63.01,100.26,0,142.33,471.22,0.218,19,41,39,41,3,2,3,64.9,100.8028145,16.97988892,50.04457283,2.186683774,32.81954002,35.41175652,0.248193637,5
47173,"Union County, TN",0,141.49,0,223.34,0,0.226,16,15,35,43,3,1,3,69.8,100.8332558,14.82028913,58.34925461,3.885291815,30.00076771,40.85253716,0.267134815,5
47025,"Claiborne County, TN",73.65,134.05,0,247.5,392.77,0.226,16,15,35,43,3,3,3,68.2,100.8454037,15.00115657,58.15544605,5.203216195,29.55912399,40.28253784,0.265094572,5
41051,"Multnomah County, OR",33.11,34.07,2.63,85.8,282.78,0.161,24,13,30,19,1,1,1,32.4,100.8768959,17.62838459,54.0733401,3.916955789,27.71971671,31.60022087,0.234587917,2
53025,"Grant County, WA",49.95,38.24,0,109.31,349.78,0.135,11,17,11,9,1,2,1,41.6,100.9031757,18.67532333,51.92794164,4.058256944,31.97899946,33.96181571,0.231894527,3
42095,"Northampton County, PA",45.15,44.6,4.95,87.42,226.52,0.187,6,10,6,25,1,1,1,30.6,100.946043,20.42520968,53.95131874,0.878396347,31.42896605,34.95864391,0.266646855,1
34035,"Somerset County, NJ",28.57,26.1,0,45.61,214.91,0.137,9,20,13,3,1,1,1,20.7,100.9491806,21.44549433,56.82682514,0.748950928,30.62405872,36.65926997,0.275218109,1
51195,"Wise County, VA",83.76,92.43,0,240.64,0,0.164,13,22,14,20,3,3,3,59.4,100.9498081,14.8937912,58.32534409,9.134648561,29.48900127,40.71327591,0.251430459,5
47019,"Carter County, TN",66.23,75.81,0,127.85,329.25,0.226,16,15,35,43,2,2,2,43.8,100.9774094,14.88995886,59.76915487,8.510349274,30.09932518,42.31312307,0.247377987,3
47093,"Knox County, TN",43.46,61.65,4.17,135.93,293.36,0.226,16,15,35,43,1,1,2,41.8,100.9852702,14.25139681,58.75264104,2.812202374,30.34313075,41.2745959,0.265705347,3
27027,"Clay County, MN",0,47.1,0,86.73,331.21,0.145,20,25,21,8,1,1,2,33.8,100.9897346,11.88841899,37.00369962,1.457071602,23.27959156,33.1179924,0.241117603,2
34005,"Burlington County, NJ",37.6,47.4,3.64,66.54,311.3,0.137,9,20,13,3,1,1,2,31.5,101.0078964,20.78138733,58.84131877,0.769204388,30.89762783,38.58507156,0.275050754,1
34007,"Camden County, NJ",47.3,50.3,2.8,101.7,346.1,0.137,9,20,13,3,1,1,2,38.8,101.0278015,20.08128357,58.95480347,0.875150442,32.50065994,38.09983635,0.260380685,3
45019,"Charleston County, SC",41.87,46.77,0,111.19,267.48,0.188,25,33,27,39,1,1,2,33.9,101.0479804,12.80218878,67.68894535,2.488944848,29.97149213,34.74629084,0.262063543,2
13113,"Fayette County, GA",37.3,36.08,0,72.96,213.37,0.175,8,39,42,29,1,1,1,25.7,101.0778618,17.76678085,64.26042175,1.718119025,35.96438599,41.83563232,0.270655617,1
37089,"Henderson County, NC",49.17,51.42,0,81.18,220.18,0.172,10,21,22,30,1,2,2,26.3,101.0809479,15.37294054,60.89658833,1.128972739,29.15247107,41.97010803,0.256971429,1
47163,"Sullivan County, TN",75.04,90.84,9.97,179.3,287.58,0.226,16,15,35,43,3,3,3,51.8,101.0887165,14.71224332,59.27272892,12.02268386,29.89579296,42.01688099,0.247191492,5
47143,"Rhea County, TN",0,97.17,0,158.71,0,0.226,16,15,35,43,2,1,3,50.9,101.1294581,15.97575092,59.07775752,2.139067809,30.21805509,41.29390144,0.275271282,4
13223,"Paulding County, GA",24.29,37.71,0,105.23,242.57,0.175,8,39,42,29,1,1,1,33.9,101.1762009,17.7296648,62.87512207,2.621603012,35.45571518,42.33123398,0.270808935,2
16083,"Twin Falls County, ID",24.97,39.7,0,90.48,204.39,0.143,38,7,19,26,1,1,1,26.1,101.1988897,17.83683599,50.04613376,3.238974661,22.68384576,37.73873851,0.244563297,1
34041,"Warren County, NJ",54.01,60.11,0,116.51,289.62,0.137,9,20,13,3,2,2,2,39.2,101.2202657,20.91792202,54.3916982,0.792812765,29.86471113,34.29016113,0.270049334,3
49035,"Salt Lake County, UT",12.46,16.99,1.2,39.25,165.06,0.089,29,2,12,15,1,1,1,17.2,101.2683233,19.66093009,51.05029297,4.555878917,24.09992504,41.13128281,0.243576229,1
34019,"Hunterdon County, NJ",42.8,21.19,0,52.53,201.63,0.137,9,20,13,3,1,1,1,22.4,101.3101997,20.98835945,55.7098732,0.816352665,31.05711174,35.93992996,0.273623933,1
53015,"Cowlitz County, WA",75.22,76.71,0,158.94,397.06,0.135,11,17,11,9,2,3,2,53.2,101.317572,18.66902987,52.84355812,3.922930121,27.90816536,30.8442606,0.234612399,5
13137,"Habersham County, GA",0,60.06,0,92.75,278.47,0.175,8,39,42,29,1,1,2,33.2,101.3669167,16.06163597,61.86388588,0.898641497,32.48042679,40.85871887,0.281261623,2
34021,"Mercer County, NJ",32.5,37.27,0,81.55,223.52,0.137,9,20,13,3,1,1,1,28,101.3694229,21.16205311,56.99603271,0.798206866,30.79872799,37.52986526,0.272503138,1
10005,"Sussex County, DE",1019.5,1310.9,147,951.6,6130.1,0.17,42,12,17,17,3,3,3,41.2,101.4038572,16.93846083,58.94364882,0.616877273,29.48071098,38.42832661,0.273490518,3
38035,"Grand Forks County, ND",41.42,50.49,0,156.7,281.98,0.183,44,40,26,24,1,1,2,43.2,101.4387452,10.79532017,36.58773041,1.639609686,22.87186636,32.80862045,0.236926628,3
34023,"Middlesex County, NJ",27.3,33.39,0,58.9,245.98,0.137,9,20,13,3,1,1,1,24.8,101.4739761,21.84056473,57.62895966,0.708349764,30.88712692,37.67903328,0.274647176,1
34003,"Bergen County, NJ",30.4,36,0,55.68,236.5,0.137,9,20,13,3,1,1,1,23.7,101.4976654,23.37115161,55.88684972,0.539304475,32.87055079,36.98950958,0.276763201,1
41065,"Wasco County, OR",75.22,82.17,0,215.77,0,0.161,24,13,30,19,3,3,2,49.3,101.503281,18.47925716,54.21998235,3.927898558,29.84223004,33.36143261,0.234709862,4
36071,"Orange County, NY",41.17,37.82,0,91.93,0,0.141,3,26,5,10,1,1,1,34.9,101.5089209,21.48895582,52.05893053,0.480827429,27.6683366,35.40617643,0.276028603,2
36073,"Orleans County, NY",93.93,69.57,0,147.28,428.34,0.141,3,26,5,10,3,3,2,59.9,101.5327098,13.70249356,50.0179189,2.041033785,26.36991755,34.76973915,0.198071492,5
42045,"Delaware County, PA",53.76,46.55,2.55,95.88,357.46,0.187,6,10,6,25,1,2,2,38.2,101.5538406,18.97550297,56.94303894,0.946617842,33.63191223,37.64018059,0.260090232,3
12011,"Broward County, FL",33.24,34.49,1.63,69.09,220.88,0.161,4,24,48,13,1,1,1,25.1,101.5847422,12.90770817,75.18724738,1.050033695,28.79288313,32.73311954,0.25768987,1
8041,"El Paso County, CO",672.28,719.52,125.99,890.11,6687.26,0.146,15,8,28,11,3,3,3,24.8,101.6042903,18.22464358,51.1200648,3.334894768,22.2221241,44.30083516,0.240155204,1
38101,"Ward County, ND",34.1,36.74,0,107.3,0,0.183,44,40,26,24,1,1,1,35.7,101.6123486,9.200143961,38.86601472,2.282553807,20.0827688,33.23612428,0.257712288,2
53021,"Franklin County, WA",23.86,38.68,0,131.92,0,0.135,11,17,11,9,1,1,1,40.5,101.6454759,18.38689518,54.24972708,4.060004668,30.67923546,33.10153372,0.232430808,3
42029,"Chester County, PA",38.28,37.52,2.76,74.88,257.7,0.187,6,10,6,25,1,1,1,28.8,101.7226257,18.29065208,55.31675175,0.934266184,33.01700619,38.34159906,0.264289601,1
37199,"Yancey County, NC",130.73,0,0,241.5,0,0.172,10,21,22,30,3,3,1,59.1,101.7793922,14.90061092,60.107584,4.562163115,29.50154209,42.60625331,0.247740353,5
36087,"Rockland County, NY",29.56,36.87,0,53.45,268.38,0.141,3,26,5,10,1,1,1,27,101.8379898,22.03223801,52.76274109,0.45042789,29.76905632,37.36989021,0.279147595,1
36119,"Westchester County, NY",32.29,28.15,0,53.24,212.52,0.141,3,26,5,10,1,1,1,21.5,101.8482666,21.43233808,53.32972082,0.430128386,30.42487717,38.27748744,0.278738449,1
47057,"Grainger County, TN",94.92,110.82,0,214.63,536.77,0.226,16,15,35,43,3,3,3,64.5,101.9090271,14.7829299,58.65244961,5.396986127,29.64199924,41.08997154,0.264770225,5
18183,"Whitley County, IN",76.35,0,0,91.4,0,0.218,19,41,39,41,2,3,1,39.5,101.927494,17.15744352,50.63471603,2.145288348,33.30453014,35.05070877,0.247960385,3
53071,"Walla Walla County, WA",50.32,51.69,0,79,402.82,0.135,11,17,11,9,1,2,2,36.2,101.9283621,18.26750882,55.34938223,4.062481577,29.81313029,32.92784639,0.231627031,2
53011,"Clark County, WA",34.83,39.36,0,81.17,296.79,0.135,11,17,11,9,1,1,1,31.2,101.9759979,17.99814148,53.4411644,3.918523169,27.71602097,31.03068275,0.234596831,1
47065,"Hamilton County, TN",37.84,58.58,5.53,105.5,253.78,0.226,16,15,35,43,1,1,2,35.5,101.9761795,16.67176971,59.9407814,2.52683835,32.70519791,41.88459206,0.275932297,2
9001,"Fairfield County, CT",723.1,729.4,67.7,580.7,6400.7,0.127,23,27,2,6,3,3,3,23.3,101.9856982,20.07770888,54.54880796,0.352888614,29.33231626,41.02140154,0.284467305,1
47073,"Hawkins County, TN",110.9,136.04,0,255.15,536.03,0.226,16,15,35,43,3,3,3,75.4,102.0754089,14.81944728,58.88518906,8.807334582,29.50917562,41.44923401,0.253313869,5
38017,"Cass County, ND",29.97,31.58,0,93.75,264.47,0.183,44,40,26,24,1,1,1,31,102.1228236,11.12361781,37.92654622,1.449914304,23.95749588,33.09778309,0.236040172,1
36055,"Monroe County, NY",39.3,50.62,1.97,97.85,258.49,0.141,3,26,5,10,1,1,2,32,102.1296353,13.34499963,49.41500176,1.611330297,25.9176214,34.38612239,0.194939502,2
34029,"Ocean County, NJ",71.4,68.19,3.36,126.05,330.98,0.137,9,20,13,3,2,3,2,40.9,102.1738554,21.35099339,58.66346795,0.696479286,28.70200484,39.52032089,0.275529376,3
13139,"Hall County, GA",36,51.15,0,92.67,362.29,0.175,8,39,42,29,1,1,2,37.1,102.2010829,16.79584408,62.39946874,1.082580368,36.70660019,41.76450729,0.278789123,2
6089,"Shasta County, CA",1132,1342.8,147.61,1253.88,7891.9,0.113,1,4,34,4,3,3,3,34.9,102.2152625,16.60972612,56.16647679,3.681252028,25.4225829,37.05754825,0.235473548,2
47123,"Monroe County, TN",89.9,116.45,0,239.11,332.99,0.226,16,15,35,43,3,3,3,66.4,102.2348499,14.60560951,59.4982338,1.233706117,30.04017162,41.03564453,0.27165092,5
13129,"Gordon County, GA",44.27,101.41,0,182.8,474.86,0.175,8,39,42,29,2,1,3,59.7,102.2451706,17.39099121,61.54733658,2.400482297,35.0992794,41.81462669,0.274395093,5
34001,"Atlantic County, NJ",47,67.4,0,90.97,383.8,0.137,9,20,13,3,2,1,2,40.4,102.2472712,20.177148,59.67532349,0.653130074,29.4276069,37.43599065,0.273913865,3
36043,"Herkimer County, NY",54.97,88.84,0,153.63,287.67,0.141,3,26,5,10,2,2,3,44.7,102.2493767,13.79723043,36.86332791,1.690487293,23.11581274,32.0292842,0.231180488,4
49011,"Davis County, UT",9.66,11.14,0,45.13,129.48,0.089,29,2,12,15,1,1,1,13,102.2741135,19.88455772,50.29018784,4.518833399,23.64613686,40.7346405,0.243650481,1
47179,"Washington County, TN",54.41,71.2,0,153.44,304.82,0.226,16,15,35,43,2,2,2,43.2,102.2963282,14.8380448,59.40967306,10.29823653,29.61492602,42.04159292,0.247470255,3
37099,"Jackson County, NC",53.76,74.02,0,163.96,0,0.172,10,21,22,30,2,2,2,43.3,102.3432266,14.98699169,60.53912735,2.868757534,28.65981178,40.40867043,0.263141443,3
13089,"DeKalb County, GA",18.71,26.78,0,70.16,160.27,0.175,8,39,42,29,1,1,1,21.4,102.3563385,18.38041973,63.45333481,0.318667084,36.72726059,42.11728668,0.280511767,1
36005,"Bronx County, NY",20.84,26.29,2.81,66.98,146.32,0.141,3,26,5,10,1,1,1,21.8,102.4785919,23.32298851,55.64414978,0.596907735,31.61693954,36.29983521,0.280726999,1
34015,"Gloucester County, NJ",40.1,41.6,0,82.17,293.1,0.137,9,20,13,3,1,1,1,32.6,102.4828224,19.58446884,58.88426018,0.902367949,31.39253426,38.52875137,0.26405099,2
38015,"Burleigh County, ND",29.32,48.03,0,70.99,314.29,0.183,44,40,26,24,1,1,2,28.8,102.4895574,10.72293472,40.37306803,2.381174521,21.63471968,33.30553763,0.256145442,1
44007,"Providence County, RI",43.66,45.6,2.63,105.66,287.52,0.149,45,6,4,7,1,1,1,35.4,102.5041214,16.10910969,49.66736298,0.323914301,24.13849831,38.63380737,0.247898671,2
13135,"Gwinnett County, GA",18.98,24.52,0,66.1,247.73,0.175,8,39,42,29,1,1,1,26,102.512204,17.80910015,63.06812668,0.874120009,38.35493546,42.39606018,0.279704803,1
34025,"Monmouth County, NJ",39.7,41.52,0,67.9,278.87,0.137,9,20,13,3,1,1,1,28.4,102.5171454,21.96227264,57.65730885,0.722136566,29.93220929,38.52543858,0.275351333,1
37113,"Macon County, NC",92.09,0,0,123.46,220.7,0.172,10,21,22,30,2,3,1,37.6,102.5350113,14.9735836,60.56663055,1.816071248,29.58131447,39.40473652,0.263515189,2
41007,"Clatsop County, OR",49.19,50.26,0,0,297.27,0.161,24,13,30,19,1,2,2,33,102.540449,18.53242787,53.35245236,3.922520486,27.33247133,30.07677862,0.234637058,2
47171,"Unicoi County, TN",0,180.81,0,0,598.48,0.226,16,15,35,43,3,1,3,63.1,102.5566406,14.80794716,59.6467247,7.41843915,29.36024761,42.13171959,0.249452986,5
36045,"Jefferson County, NY",47.91,48.57,0,145.73,261.74,0.141,3,26,5,10,1,1,2,44.3,102.5567102,13.19692001,38.07944489,2.465719007,23.24284649,33.95398031,0.22557566,4
9015,"Windham County, CT",940.1,1035.2,132.6,1019.3,7394.8,0.127,23,27,2,6,3,3,3,38.2,102.5584157,16.10329294,50.72419739,0.293322057,24.92201614,38.57266108,0.250857939,3
41067,"Washington County, OR",26.35,23.16,0,62.66,207.76,0.161,24,13,30,19,1,1,1,23.2,102.5772269,17.87216296,53.9591277,3.918931314,27.8966326,30.8026025,0.2346724,1
36079,"Putnam County, NY",48.72,36.69,0,72.44,299.93,0.141,3,26,5,10,1,1,1,30.4,102.5973892,20.08038902,50.90418434,0.290117532,28.00949574,37.21508408,0.271005601,1
47107,"McMinn County, TN",54.35,91.62,0,137.38,346.62,0.226,16,15,35,43,2,2,3,50,102.6104685,15.68632793,59.36329397,1.810717662,30.5713164,41.30495262,0.275314614,4
47063,"Hamblen County, TN",72.36,72.4,0,189.74,303.55,0.226,16,15,35,43,2,3,2,50.3,102.6202621,14.86953354,58.8804512,5.908490181,29.38137817,41.29070663,0.262426883,4
9013,"Tolland County, CT",758,764,71.5,676.6,6890.3,0.127,23,27,2,6,3,3,3,29.1,102.6206779,16.27269618,51.35612679,0.241667248,25.70620251,38.76410389,0.247861158,1
13047,"Catoosa County, GA",48.86,54.9,0,106.34,329.27,0.175,8,39,42,29,1,1,2,37.4,102.6226578,17.05402184,60.65593338,2.611688614,34.26181793,41.8070755,0.260348678,2
34009,"Cape May County, NJ",74.2,69.1,0,113.63,280.7,0.137,9,20,13,3,2,3,2,36.2,102.8755722,19.07219887,59.64462738,0.690355957,29.68745804,37.66657944,0.28160249,2
44009,"Washington County, RI",60.2,52.63,0,85.24,324.79,0.149,45,6,4,7,2,2,2,36.7,102.8776901,16.35872879,51.7148407,0.291965717,20.7640316,42.3758405,0.260914654,2
32019,"Lyon County, NV",56.93,68.02,0,143.29,264.2,0.176,32,18,44,28,2,2,2,38.3,102.9560918,17.54311523,58.58343226,3.906915601,23.42481575,41.00655583,0.258899278,3
24015,"Cecil County, MD",61.65,72.62,0,162.56,365.78,0.138,17,1,9,10,2,2,2,51.5,102.9579048,17.4863369,55.48046875,0.92187649,29.08773613,42.11666743,0.269370774,4
36103,"Suffolk County, NY",37.62,40.86,2.59,76.23,245.95,0.141,3,26,5,10,1,1,1,28.7,103.0423561,18.96624222,55.24445724,0.362014169,26.90057421,40.89632757,0.28531707,1
36095,"Schoharie County, NY",64.62,109.51,0,176.72,0,0.141,3,26,5,10,3,2,3,52,103.0914368,16.83571815,41.2694725,0.389750218,25.64360886,33.4170351,0.255067237,5
53005,"Benton County, WA",30.4,26.36,0,61.83,238.51,0.135,11,17,11,9,1,1,1,24.5,103.124163,18.56428371,54.74735888,4.05379343,31.57929634,34.62545552,0.234547061,1
49057,"Weber County, UT",0,14.5,0,49.87,0,0.089,29,2,12,15,1,1,1,17.8,103.1399994,19.49103308,49.19030685,3.489304352,23.29358978,40.47082806,0.243636031,1
41071,"Yamhill County, OR",0,41.05,0,100.83,0,0.161,24,13,30,19,1,1,1,33.3,103.1434915,17.86861311,54.58015115,3.919336898,28.06717873,31.24793707,0.234727921,2
32005,"Douglas County, NV",41.06,44.8,0,62.51,172.86,0.176,32,18,44,28,1,1,1,19.5,103.1454559,17.14847794,59.05414429,3.89908061,21.73618355,41.11221123,0.260505492,1
47059,"Greene County, TN",85.44,108.96,0,225.11,346.95,0.226,16,15,35,43,3,3,3,57.1,103.1627731,14.85092049,59.20419312,7.663486576,29.30421715,41.67821821,0.256067842,5
36111,"Ulster County, NY",46.92,64.73,0,90.04,319.89,0.141,3,26,5,10,1,1,2,37.2,103.19933,19.93528748,49.08840307,0.349007621,26.12288698,34.85889397,0.27187593,2
13311,"White County, GA",0,80.02,0,162.92,0,0.175,8,39,42,29,2,1,2,40.1,103.2102483,16.06311798,61.59487025,0.978718777,33.33508682,41.02556419,0.279797092,3
36057,"Montgomery County, NY",56.13,102.98,0,179.94,423.83,0.141,3,26,5,10,3,2,3,52.5,103.2385082,15.9656744,40.01628494,0.994908556,24.61004162,32.96936607,0.240997117,5
41057,"Tillamook County, OR",104.62,0,0,0,451.81,0.161,24,13,30,19,3,3,1,48.5,103.2707008,18.08881493,54.29059029,3.920587087,27.77207394,30.78846207,0.234708643,4
